HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,HS,AS,HST,AST,HC,AC,Over25,BTTS,Result
Porto,Gil Vicente,3,0,1.35,4.5,8.5,14,11,6,5,11,3,1,0,2
Everton,Leeds,1,1,2.5,3.25,2.9,10,14,3,4,4,4,0,1,1
Norwich,Coventry,2,1,2.82,3.5,2.3,16,16,5,5,4,7,1,1,2
Le Mans,Dunkerque,1,0,2.4,3.0,2.88,10,14,4,3,1,2,0,0,2
Verona,Udinese,1,3,2.8,3.0,2.8,7,20,4,7,3,8,1,1,0
Girona,Getafe,1,1,2.1,3.0,4.1,12,8,4,2,3,4,0,1,1
Dender,Cercle Brugge,0,0,2.88,3.3,2.4,11,10,3,2,3,3,0,0,1
Waregem,Mechelen,1,1,3.2,3.5,2.15,21,7,5,2,9,6,0,1,1
RAAL La Louviere,Standard,0,2,2.6,3.25,2.7,14,9,2,4,5,1,0,0,0
Benfica,Gil Vicente,2,1,1.3,4.5,10.0,10,16,4,8,0,7,1,1,2
Girona,Espanol,0,0,2.45,3.3,2.88,12,20,3,5,8,4,0,0,1
Oud-Heverlee Leuven,Anderlecht,1,1,3.5,3.6,2.0,17,10,8,2,2,5,0,1,1
Bayern Munich,Werder Bremen,4,0,1.09,11.0,21.0,26,9,13,3,7,6,1,0,2
Troyes,Annecy,3,1,1.53,3.9,6.25,9,12,3,6,2,2,1,1,2
Rodez,Pau FC,1,2,2.4,3.25,2.8,10,22,2,6,3,10,1,1,0
Nancy,Reims,0,1,3.25,3.3,2.1,19,8,2,2,8,1,0,0,0
Grenoble,Bastia,0,0,2.9,3.1,2.45,10,5,3,1,5,2,0,0,1
Twente,For Sittard,3,2,1.42,4.75,7.0,18,8,10,4,4,5,1,1,2
Clermont,Le Mans,1,1,2.75,3.1,2.5,8,24,2,7,2,13,0,1,1
Strasbourg,Marseille,1,2,3.6,3.6,2.0,9,16,1,9,5,4,1,1,0
Darmstadt,Dresden,2,0,1.62,4.1,4.0,11,12,4,0,6,4,0,0,2
Schalke 04,Greuther Furth,1,0,1.85,3.9,3.6,24,7,7,2,10,6,0,0,2
Catanzaro,Juve Stabia,2,2,2.82,3.0,2.57,19,4,4,2,7,0,1,1,1
West Brom,Leicester,1,1,2.05,3.3,3.5,11,13,5,1,3,3,0,1,1
Mirandes,Zaragoza,0,1,2.65,3.1,2.65,14,10,2,2,4,2,0,0,0
Lazio,Juventus,1,0,3.2,3.25,2.3,13,14,3,5,2,5,0,0,2
Stuttgart,Mainz,2,1,1.75,4.0,4.33,19,13,8,2,7,5,1,1,2
Bournemouth,Nott'm Forest,2,0,1.8,3.8,4.33,13,8,5,4,6,4,0,0,2
Aston Villa,Man City,1,0,4.33,3.8,1.8,9,18,3,4,5,6,0,0,2
Sassuolo,Roma,0,1,4.5,3.5,1.85,11,15,1,8,6,6,0,0,0
Lille,Metz,6,1,1.3,5.5,9.5,23,10,12,4,7,8,1,1,2
Angers,Lorient,2,0,2.55,3.2,2.88,7,23,4,4,1,6,0,0,2
Auxerre,Le Havre,0,1,2.1,3.4,3.5,14,9,3,4,13,5,0,0,0
Rennes,Nice,1,2,2.2,3.5,3.2,19,8,7,3,7,3,1,1,0
Braunschweig,Hannover,0,3,3.8,3.6,1.9,8,24,3,12,2,5,1,0,0
Lyon,Strasbourg,2,1,2.1,3.75,3.3,8,7,3,2,4,2,1,1,2
Arsenal,Crystal Palace,1,0,1.4,4.75,7.5,10,7,3,1,4,3,0,0,2
Torino,Genoa,2,1,2.25,2.9,3.5,13,11,6,3,9,1,1,1,2
Mallorca,Levante,1,1,2.1,3.3,3.6,20,13,4,5,5,4,0,1,1
Fiorentina,Bologna,2,2,2.7,3.1,2.75,19,6,7,3,5,6,1,1,1
Verona,Cagliari,2,2,2.25,3.0,3.6,10,7,6,3,3,2,1,1,1
Magdeburg,Preußen Münster,2,0,1.91,3.9,3.6,12,10,5,4,2,5,0,0,2
Everton,Tottenham,0,3,2.35,3.4,3.0,12,7,2,4,9,8,1,0,0
Verona,Cagliari,2,2,2.25,3.0,3.6,10,7,6,3,3,2,1,1,1
Sassuolo,Roma,0,1,4.5,3.5,1.85,11,15,1,8,6,6,0,0,0
Torino,Genoa,2,1,2.25,2.9,3.5,13,11,6,3,9,1,1,1,2
Go Ahead Eagles,Excelsior,2,0,1.8,4.2,3.9,12,11,4,2,4,10,0,0,2
Wolves,Burnley,2,3,1.95,3.3,4.2,15,11,7,7,5,3,1,1,0
AZ Alkmaar,Utrecht,4,1,1.6,4.33,5.0,18,8,7,2,8,2,1,1,2
Fiorentina,Bologna,2,2,2.7,3.1,2.75,19,6,7,3,5,6,1,1,1
Feyenoord,PSV Eindhoven,2,3,2.45,3.8,2.6,12,11,6,6,3,5,1,1,0
Estoril,Nacional,1,1,2.15,3.25,3.3,13,9,4,4,6,5,0,1,1
Famalicao,Guimaraes,2,0,1.91,3.3,4.1,15,13,10,3,5,4,0,0,2
St. Gilloise,St Truiden,2,0,1.36,4.75,7.5,17,11,6,2,5,6,0,0,2
Genk,RAAL La Louviere,1,1,1.48,4.5,5.5,17,10,7,2,9,3,0,1,1
Cercle Brugge,Waregem,1,1,1.8,3.9,4.0,18,18,3,6,0,3,0,1,1
Antwerp,Club Brugge,0,1,4.75,4.1,1.62,11,10,4,4,1,5,0,0,0
Twente,Ajax,2,3,2.35,3.5,3.0,21,9,5,6,6,1,1,1,0
Tondela,Sp Lisbon,0,3,9.0,6.0,1.24,9,29,2,15,2,9,1,0,0
Lazio,Juventus,1,0,3.2,3.25,2.3,13,14,3,5,2,5,0,0,2
Aberdeen,Hibernian,1,2,2.5,3.5,2.55,16,19,5,6,6,3,1,1,0
Real Madrid,Barcelona,2,1,1.95,4.1,3.3,23,15,10,6,12,4,1,1,2
Osasuna,Celta,2,3,2.35,3.2,3.2,17,11,7,5,6,2,1,1,0
Leverkusen,Freiburg,2,0,1.83,3.9,4.0,19,10,4,3,2,3,0,0,2
Padova,Juve Stabia,2,2,2.57,2.95,2.85,10,17,3,6,2,3,1,1,1
Bari,Mantova,1,0,2.05,3.2,3.7,6,14,4,3,3,2,0,0,2
Vallecano,Alaves,1,0,2.1,3.1,3.9,15,12,5,2,7,5,0,0,2
Hearts,Celtic,3,1,3.25,3.6,2.05,12,8,7,2,5,9,1,1,2
Kaiserslautern,Nurnberg,1,1,2.0,3.75,3.4,14,11,7,4,4,8,0,1,1
Sp Braga,Casa Pia,4,0,1.39,4.5,7.0,15,3,8,1,4,2,1,0,2
La Coruna,Valladolid,1,1,1.91,3.5,3.7,10,15,4,5,4,5,0,1,1
Sp Gijon,Zaragoza,1,0,1.79,3.3,4.5,4,22,3,3,2,16,0,0,2
Almeria,Castellon,1,0,1.86,3.6,3.7,15,9,4,4,6,3,0,0,2
Malaga,Andorra,4,1,2.3,3.2,3.05,16,23,7,5,2,7,1,1,2
Rangers,Kilmarnock,3,1,1.3,5.5,7.5,13,7,6,3,9,2,1,1,2
Blackburn,QPR,0,1,2.15,3.4,3.25,9,10,1,3,6,4,0,0,0
West Brom,Birmingham,1,1,2.65,3.05,2.65,13,14,4,4,3,3,0,1,1
Wrexham,Bristol City,2,0,2.45,3.3,2.75,12,13,4,3,2,4,0,0,2
Millwall,Sheffield Weds,1,0,1.62,3.7,5.25,24,11,8,3,9,5,0,0,2
Sheffield United,Portsmouth,3,0,1.76,3.6,4.5,15,4,5,2,7,2,1,0,2
Ceuta,Almeria,3,2,3.05,3.4,2.25,10,15,7,6,2,2,1,1,2
Coventry,Swansea,1,0,1.51,3.9,6.0,16,11,7,2,7,4,0,0,2
Leicester,Watford,1,2,2.25,3.3,3.05,9,13,2,3,5,6,1,1,0
Middlesbrough,Blackburn,0,0,1.76,3.6,4.33,10,13,2,2,4,4,0,0,1
Norwich,Charlton,1,0,1.91,3.5,3.7,14,4,5,0,5,6,0,0,2
Oxford,Southampton,2,1,3.9,3.8,1.76,17,19,6,5,5,7,1,1,2
Portsmouth,QPR,1,1,2.82,3.5,2.25,8,8,2,3,9,3,0,1,1
Birmingham,Derby,1,1,1.86,3.4,4.2,25,5,9,1,12,1,0,1,1
Sheffield Weds,Hull,2,2,3.7,3.6,1.91,12,14,3,6,4,4,1,1,1
Stoke,Preston,0,0,2.05,3.25,3.4,14,8,3,4,10,2,0,0,1
Wrexham,Sheffield United,5,3,3.2,3.4,2.15,18,13,8,7,7,5,1,1,2
Plymouth,Reading,1,4,2.35,3.5,2.57,8,19,2,7,5,7,1,1,0
Man United,Newcastle,1,0,2.55,3.6,2.6,10,16,4,3,2,11,0,0,2
Millwall,Ipswich,0,0,3.6,3.4,2.01,11,16,6,4,2,4,0,0,1
West Brom,Bristol City,1,2,2.01,3.4,3.5,16,6,4,3,9,4,1,1,0
Stockport,Lincoln,1,2,2.1,3.25,3.25,12,21,5,5,3,3,1,1,0
AFC Wimbledon,Stevenage,0,0,2.82,2.75,2.65,5,11,1,1,2,9,0,0,1
Modena,Monza,1,2,2.25,3.05,3.05,12,14,7,6,5,4,1,1,0
Barnsley,Mansfield,2,3,1.86,3.5,3.75,13,7,5,4,6,1,1,1,0
Huddersfield,Port Vale,5,0,1.68,3.6,4.5,17,9,9,0,6,5,1,0,2
Cardiff,Exeter,1,0,1.51,4.0,5.75,13,9,4,1,5,4,0,0,2
Blackpool,Doncaster,1,0,2.25,3.5,2.82,11,10,6,3,5,4,0,0,2
Luton,Wycombe,4,0,2.2,3.3,3.05,16,3,6,1,6,1,1,0,2
Anderlecht,Charleroi,1,2,1.75,3.5,4.33,17,13,4,5,8,3,1,1,0
Cercle Brugge,St. Gilloise,1,1,3.6,3.5,1.9,9,21,5,8,4,4,0,1,1
Genk,Club Brugge,3,5,2.9,3.5,2.15,22,8,7,6,9,2,1,1,0
Bolton,Rotherham,2,1,1.35,4.5,7.5,28,13,12,5,10,0,1,1,2
Bradford,Wigan,2,1,1.86,3.4,3.75,14,5,5,1,7,2,1,1,2
Peterboro,Leyton Orient,1,0,2.05,3.5,3.2,14,6,5,1,8,6,0,0,2
Burton,Northampton,5,1,2.2,3.05,3.25,15,13,8,2,5,7,1,1,2
Standard,St Truiden,1,2,2.7,3.3,2.38,5,16,2,3,1,5,1,1,0
Plymouth,Mansfield,1,1,1.91,3.4,3.7,17,10,7,3,6,2,0,1,1
Wycombe,Wigan,2,0,1.96,3.25,3.75,6,7,4,1,3,9,0,0,2
Stevenage,Peterboro,1,0,2.15,3.2,3.2,14,5,8,0,8,4,0,0,2
Rotherham,Northampton,2,1,2.05,3.1,3.5,18,10,5,4,13,4,1,1,2
Lincoln,Bradford,3,0,2.01,3.0,3.75,18,2,8,1,5,1,1,0,2
Doncaster,Leyton Orient,3,0,2.01,3.4,3.4,20,6,7,0,3,3,1,0,2
Reading,Exeter,2,2,2.15,3.5,3.0,9,10,5,2,5,3,1,1,1
Huddersfield,Luton,1,0,2.15,3.3,3.1,9,12,1,1,6,9,0,0,2
Cardiff,Barnsley,4,0,1.61,3.8,4.75,15,7,6,4,6,3,1,0,2
Werder Bremen,Hoffenheim,0,2,3.7,3.6,2.0,26,12,3,3,6,7,0,0,0
St Pauli,RB Leipzig,1,1,4.5,3.5,1.8,7,12,2,5,4,3,0,1,1
Bolton,Burton,2,1,1.42,4.0,7.0,13,11,6,1,5,4,1,1,2
Blackpool,Stockport,1,2,3.5,3.3,2.01,6,22,1,9,2,10,1,1,0
Augsburg,FC Koln,2,0,2.2,3.5,3.25,14,10,4,3,6,9,0,0,2
Telstar,NAC Breda,3,0,2.5,3.75,2.6,14,11,7,1,10,4,1,0,2
Strasbourg,Lens,1,1,2.2,3.6,3.1,8,25,5,5,2,8,0,1,1
Dresden,Darmstadt,3,1,2.75,3.5,2.35,19,17,7,7,1,8,1,1,2
Wolves,Aston Villa,2,0,4.1,3.7,1.85,9,14,2,5,0,5,0,0,2
Clermont,Dunkerque,2,1,2.8,2.9,2.55,10,9,5,2,7,7,1,1,2
Monza,Virtus Entella,2,0,1.57,3.75,5.75,21,8,7,3,1,2,0,0,2
Fortuna Dusseldorf,Bochum,2,1,2.2,3.6,2.9,20,10,9,3,10,3,1,1,2
Albacete,Almeria,1,1,2.3,3.4,2.85,11,19,5,5,5,7,0,1,1
Sampdoria,Bari,0,2,1.68,3.3,5.25,19,13,4,7,9,3,0,0,0
Sp Lisbon,Estoril,3,0,1.15,7.5,12.0,14,8,7,3,4,1,1,0,2
Porto,Arouca,3,1,1.19,6.25,11.0,20,7,7,1,5,1,1,1,2
Standard,RAAL La Louviere,1,1,2.4,3.0,2.9,9,12,2,3,4,3,0,1,1
Bastia,Annecy,0,2,2.4,2.8,3.0,8,8,1,4,3,5,0,0,0
Montpellier,Reims,0,0,3.0,3.1,2.15,10,15,2,4,3,4,0,0,1
Laval,Nancy,1,1,2.63,2.8,2.63,8,16,5,5,2,10,0,1,1
Grenoble,Boulogne,0,0,2.55,2.88,2.63,7,6,0,0,4,4,0,0,1
Parma,Cagliari,1,1,2.25,3.0,3.7,18,11,4,5,6,3,0,1,1
Levante,Alaves,2,0,2.63,3.1,2.8,22,17,5,7,10,6,0,0,2
Bristol City,Watford,1,2,2.4,3.4,2.65,11,11,4,4,3,3,1,1,0
Parma,Cagliari,1,1,2.25,3.0,3.7,18,11,4,5,6,3,0,1,1
Cordoba,Mirandes,2,2,1.56,3.9,5.25,20,13,10,3,4,3,1,1,1
Club Brugge,Genk,2,1,1.73,3.8,4.33,18,17,4,10,8,6,1,1,2
St Truiden,Gent,3,1,2.05,3.4,3.4,14,12,5,2,4,6,1,1,2
Oud-Heverlee Leuven,Charleroi,2,2,2.75,3.3,2.45,7,15,3,7,4,8,1,1,1
Anderlecht,Westerlo,5,2,1.73,3.7,4.5,25,10,10,4,8,3,1,1,2
Celta,Betis,1,1,2.2,3.4,3.25,14,7,5,2,10,4,0,1,1
Dunkerque,Amiens,6,2,1.7,3.6,4.75,18,6,12,2,5,2,1,1,2
Burton,Plymouth,0,4,2.5,3.3,2.55,12,15,3,9,6,5,1,0,0
Exeter,Huddersfield,0,1,3.2,3.5,2.05,12,22,3,1,5,8,0,0,0
Stoke,Norwich,1,1,1.96,3.6,3.5,23,6,6,3,12,2,0,1,1
Watford,Hull,2,1,2.2,3.4,3.1,21,11,8,4,6,6,1,1,2
Ajax,NAC Breda,2,1,1.27,6.0,9.5,12,17,7,7,2,7,1,1,2
Luton,Doncaster,1,0,1.68,3.7,4.5,8,9,3,1,6,3,0,0,2
Volendam,Zwolle,2,1,2.75,3.5,2.45,15,14,3,2,3,5,1,1,2
Mansfield,Rotherham,2,1,1.81,3.6,3.9,15,8,7,3,4,2,1,1,2
Bochum,Fortuna Dusseldorf,0,1,2.15,3.5,3.1,23,7,4,3,4,3,0,0,0
Paderborn,Kaiserslautern,2,0,1.9,3.9,3.6,25,9,11,3,8,2,0,0,2
Northampton,Bolton,2,0,4.33,3.6,1.76,10,19,3,7,4,10,0,0,2
Peterboro,Lincoln,0,3,2.75,3.3,2.35,9,7,0,5,1,0,1,0,0
Stockport,Reading,1,1,1.62,3.9,4.75,16,8,5,4,5,3,0,1,1
Karlsruhe,Magdeburg,1,0,2.15,3.6,3.1,16,21,6,6,8,5,0,0,2
Elversberg,Holstein Kiel,1,0,2.1,3.8,3.0,19,12,4,3,9,4,0,0,2
Excelsior,PSV Eindhoven,1,2,9.0,7.0,1.25,18,18,5,8,3,2,1,1,0
Southampton,Middlesbrough,1,1,2.3,3.4,2.85,14,7,2,1,6,3,0,1,1
AFC Wimbledon,Wycombe,2,1,2.75,3.2,2.5,6,12,2,1,0,7,1,1,2
Lorient,Monaco,3,1,5.5,4.1,1.6,19,5,8,2,2,4,1,1,2
Preston,Bristol City,0,0,2.5,3.3,2.65,7,19,2,7,2,9,0,0,1
Bradford,Blackpool,1,0,1.91,3.4,3.7,15,10,3,3,3,5,0,0,2
Villarreal,Ath Bilbao,1,0,2.1,3.25,3.7,14,16,5,4,6,5,0,0,2
Mallorca,Alaves,1,0,2.35,3.0,3.4,12,12,3,3,4,8,0,0,2
Ath Madrid,Real Madrid,5,2,3.0,3.6,2.3,13,6,7,2,7,2,1,1,2
Getafe,Levante,1,1,2.05,3.1,4.1,11,11,4,3,6,2,0,1,1
Eibar,La Coruna,1,1,2.55,3.0,2.82,23,9,10,3,6,2,0,1,1
Santander,Andorra,1,2,1.76,4.0,3.8,18,14,6,4,15,3,1,1,0
Las Palmas,Almeria,0,1,2.2,3.25,3.25,9,13,3,2,5,1,0,0,0
Paris SG,Auxerre,2,0,1.14,8.0,15.0,15,12,8,3,5,5,0,0,2
Como,Cremonese,1,1,1.45,4.33,8.0,14,9,6,2,4,3,0,1,1
Toulouse,Nantes,2,2,1.7,3.5,5.5,20,12,7,2,1,4,1,1,1
Coventry,Birmingham,3,0,1.96,3.5,3.6,14,5,5,0,3,4,1,0,2
Swansea,Millwall,1,1,2.15,3.1,3.5,13,11,2,3,6,4,0,1,1
Wrexham,Derby,1,1,2.05,3.3,3.5,10,5,5,3,4,3,0,1,1
Charlton,Blackburn,3,0,2.25,3.25,3.1,16,9,7,2,3,3,1,0,2
Ipswich,Portsmouth,2,1,1.49,3.9,6.25,14,8,5,4,5,4,1,1,2
Oxford,Sheffield United,0,1,3.2,3.2,2.25,14,6,3,2,3,5,0,0,0
Sheffield Weds,QPR,1,1,2.7,3.4,2.45,14,14,5,4,5,4,0,1,1
Cagliari,Inter,0,2,6.0,4.2,1.53,6,20,0,5,4,4,0,0,0
Heracles,Sparta Rotterdam,3,0,2.9,3.8,2.2,12,18,5,5,5,4,1,0,2
Como,Cremonese,1,1,1.45,4.33,8.0,14,9,6,2,4,3,0,1,1
Leyton Orient,Stevenage,2,3,2.5,3.2,2.65,5,11,2,8,6,7,1,1,0
Wigan,Cardiff,0,2,2.65,3.3,2.45,6,15,1,5,7,5,0,0,0
Avellino,Virtus Entella,2,0,2.57,3.1,2.7,12,10,5,2,3,8,0,0,2
Cagliari,Inter,0,2,6.0,4.2,1.53,6,20,0,5,4,4,0,0,0
Cesena,Palermo,1,1,2.75,3.0,2.65,13,10,2,2,2,1,0,1,1
Mantova,Frosinone,1,5,2.45,3.25,2.75,28,22,9,9,6,4,1,1,0
Sudtirol,Reggiana,3,1,2.05,3.3,3.5,29,12,9,2,10,4,1,1,2
Venezia,Spezia,2,0,2.15,3.2,3.4,11,5,3,2,7,2,0,0,2
Celtic,Hibernian,0,0,1.25,5.25,10.0,26,4,6,1,7,2,0,0,1
Dundee United,Kilmarnock,0,2,2.1,3.5,3.2,18,17,7,7,9,6,0,0,0
Hearts,Falkirk,3,0,1.56,4.2,5.0,20,10,10,3,9,5,1,0,2
St Mirren,Dundee,1,0,1.53,4.0,5.5,10,11,4,4,5,5,0,0,2
Bari,Sampdoria,1,1,2.25,3.0,3.4,13,14,3,3,3,2,0,1,1
Monza,Padova,0,1,1.66,3.6,5.0,13,13,4,4,7,3,0,0,0
Motherwell,Aberdeen,2,0,2.1,3.5,3.25,10,10,3,4,3,4,0,0,2
St Etienne,Guingamp,2,3,1.62,4.33,4.2,13,12,2,7,5,4,1,1,0
Laval,Montpellier,0,1,2.88,3.0,2.5,18,11,7,4,11,5,0,0,0
Waregem,Antwerp,2,0,2.63,3.25,2.63,17,8,6,1,4,4,0,0,2
Juventus,Atalanta,1,1,1.85,3.6,4.2,24,12,10,2,14,5,0,1,1
Barnsley,Port Vale,0,2,2.01,3.5,3.25,13,13,0,8,4,3,0,0,0
M'gladbach,Ein Frankfurt,4,6,3.1,3.6,2.2,11,21,8,7,4,6,1,1,0
Brentford,Man United,3,1,3.4,3.8,2.0,10,14,8,6,4,2,1,1,2
Chelsea,Brighton,1,3,1.85,3.8,3.8,13,12,3,3,5,7,1,1,0
Crystal Palace,Liverpool,2,1,3.8,3.8,1.9,16,20,7,4,2,6,1,1,2
Leeds,Bournemouth,2,2,3.1,3.25,2.38,19,12,8,5,7,4,1,1,1
Heidenheim,Augsburg,2,1,2.7,3.5,2.5,11,8,5,2,3,2,1,1,2
Mainz,Dortmund,0,2,3.2,3.7,2.1,8,10,2,4,7,5,0,0,0
St Pauli,Leverkusen,1,2,3.1,3.6,2.2,13,5,6,4,13,1,1,1,0
Wolfsburg,RB Leipzig,0,1,2.55,3.6,2.6,22,20,4,6,6,11,0,0,0
Standard,Club Brugge,1,2,5.25,4.33,1.57,18,15,5,5,7,8,1,1,0
Juventus,Atalanta,1,1,1.85,3.6,4.2,24,12,10,2,14,5,0,1,1
Estoril,Sp Lisbon,0,1,9.5,5.5,1.25,7,9,2,2,3,9,0,0,0
Estrela,AVS,3,0,2.05,3.1,3.8,11,11,6,2,6,6,1,0,2
Santa Clara,Tondela,1,2,1.66,3.4,5.5,11,12,5,4,3,4,1,1,0
Moreirense,Casa Pia,2,1,2.05,3.3,3.6,12,20,4,4,6,8,1,1,2
Nott'm Forest,Sunderland,0,1,1.75,3.75,4.5,22,11,6,3,7,4,0,0,0
Tottenham,Wolves,1,1,1.5,4.5,6.0,10,9,3,3,10,9,0,1,1
St. Gilloise,Westerlo,2,0,1.36,5.0,8.0,19,7,6,2,9,2,0,0,2
Man City,Burnley,5,1,1.17,7.5,15.0,21,9,8,2,10,2,1,1,2
Moreirense,Porto,1,2,9.5,5.5,1.27,8,16,1,7,2,7,1,1,0
Betis,Ath Madrid,0,2,3.1,3.6,2.2,17,9,5,4,2,5,0,0,0
Port Vale,Stockport,0,3,2.57,3.2,2.57,9,17,1,6,4,5,1,0,0
Lecce,Como,0,3,4.75,3.3,1.8,11,12,5,6,4,6,1,0,0
St Mirren,Kilmarnock,0,0,1.76,3.5,4.5,19,11,7,3,11,4,0,0,1
West Ham,Fulham,0,1,2.63,3.4,2.6,11,15,2,4,5,4,0,0,0
Liverpool,Wolves,2,1,1.25,6.5,10.0,14,9,4,4,6,4,1,1,2
Burnley,Everton,0,0,4.1,3.4,1.95,16,15,0,6,6,5,0,0,1
Brentford,Bournemouth,4,1,2.25,3.6,3.0,15,20,7,10,2,15,1,1,2
Aberdeen,Dundee United,1,1,1.81,3.75,3.75,14,13,6,3,9,5,0,1,1
Lecce,Como,0,3,4.75,3.3,1.8,11,12,5,6,4,6,1,0,0
Torino,Cagliari,1,2,1.91,3.2,4.2,19,9,10,4,6,2,1,1,0
Chelsea,Aston Villa,1,2,1.83,3.9,4.0,14,11,3,8,6,7,1,1,0
Udinese,Lazio,1,1,3.1,3.0,2.45,15,14,4,2,5,6,0,1,1
Famalicao,Estrela,2,3,1.53,3.7,6.0,22,6,5,4,9,4,1,1,0
Estoril,Alverca,4,1,2.15,3.25,3.25,9,12,4,7,3,7,1,1,2
Arsenal,Brighton,2,1,1.42,4.75,7.0,24,8,6,3,7,2,1,1,2
Nott'm Forest,Man City,1,2,5.0,4.33,1.6,7,16,2,5,5,5,1,1,0
Pisa,Juventus,0,2,7.5,4.5,1.4,8,15,0,7,2,8,0,0,0
Udinese,Lazio,1,1,3.1,3.0,2.45,15,14,4,2,5,6,0,1,1
Torino,Cagliari,1,2,1.91,3.2,4.2,19,9,10,4,6,2,1,1,0
Pisa,Juventus,0,2,7.5,4.5,1.4,8,15,0,7,2,8,0,0,0
Parma,Fiorentina,1,0,3.5,3.0,2.25,13,23,2,4,5,6,0,0,2
Parma,Fiorentina,1,0,3.5,3.0,2.25,13,23,2,4,5,6,0,0,2
Venezia,Virtus Entella,1,0,1.41,4.0,7.5,14,8,4,3,4,5,0,0,2
RAAL La Louviere,Oud-Heverlee Leuven,0,0,2.4,3.0,3.1,15,11,7,3,13,5,0,0,1
Gent,Westerlo,2,0,2.25,3.6,2.8,18,14,5,5,4,3,0,0,2
Bari,Avellino,1,1,2.15,3.05,3.2,10,11,4,4,3,3,0,1,1
Palermo,Padova,1,0,1.46,3.8,6.5,11,11,3,6,3,8,0,0,2
Sampdoria,Reggiana,2,1,1.86,3.25,3.9,15,6,4,3,5,4,1,1,2
Juve Stabia,Sudtirol,1,0,2.1,3.05,3.6,10,14,3,4,2,6,0,0,2
Empoli,Frosinone,1,1,2.4,3.2,2.7,13,15,6,3,3,1,0,1,1
Antwerp,Waregem,2,1,1.95,3.4,3.5,7,16,3,6,5,7,1,1,2
Catanzaro,Cesena,2,0,2.5,2.95,2.85,14,9,6,1,2,5,0,0,2
Carrarese,Mantova,0,0,2.05,3.3,3.3,18,7,4,1,7,5,0,0,1
Spezia,Pescara,2,1,1.66,3.5,4.5,12,13,6,5,9,6,1,1,2
Dundee,Falkirk,1,0,2.95,3.2,2.3,10,23,4,1,1,9,0,0,2
Livingston,Celtic,2,4,8.5,4.75,1.35,13,18,3,7,11,4,1,1,0
Rangers,Motherwell,1,0,1.71,3.75,4.33,28,12,13,5,5,1,0,0,2
Hibernian,Hearts,3,2,2.7,3.3,2.45,12,16,7,7,3,8,1,1,2
Mechelen,Dender,1,1,2.15,3.4,3.1,14,17,6,9,5,6,0,1,1
Wigan,Huddersfield,1,0,2.82,3.25,2.4,12,9,4,4,4,6,0,0,2
Stevenage,Stockport,2,1,2.55,3.1,2.65,8,11,7,5,2,7,1,1,2
Ipswich,Swansea,3,0,1.53,4.0,5.5,11,10,6,3,4,0,1,0,2
Rotherham,Plymouth,1,0,3.3,3.5,2.01,18,20,7,4,3,8,0,0,2
Barcelona,Villarreal,4,1,1.3,6.5,7.0,19,6,8,1,3,2,1,1,2
Wycombe,Burton,3,0,1.71,3.6,4.5,8,6,3,3,3,4,1,0,2
Reading,Bradford,2,1,2.25,3.25,3.0,9,12,2,2,5,6,1,1,2
Preston,Millwall,0,2,3.1,3.5,2.2,6,16,2,5,2,6,0,0,0
QPR,Sheffield United,0,2,3.0,3.6,2.2,12,12,2,3,7,4,0,0,0
Sheffield Weds,Southampton,1,3,9.5,5.25,1.27,10,15,3,6,5,8,1,1,0
Oxford,West Brom,2,1,3.2,3.2,2.25,9,16,3,3,5,6,1,1,2
Port Vale,Luton,1,1,3.5,3.4,1.96,12,12,5,5,6,6,0,1,1
Rennes,Toulouse,1,0,1.95,3.5,3.7,10,9,2,2,6,1,0,0,2
Lincoln,Blackpool,4,0,1.46,4.33,5.75,13,9,7,3,7,6,1,0,2
Oviedo,Ath Madrid,0,1,5.75,3.6,1.67,16,12,6,1,8,3,0,0,0
Derby,Blackburn,3,1,2.1,3.3,3.3,14,11,6,3,2,3,1,1,2
Leicester,Norwich,0,2,2.4,3.4,2.7,10,12,3,8,6,7,0,0,0
Nijmegen,For Sittard,2,3,1.45,5.0,6.25,15,13,4,9,10,5,1,1,0
Portsmouth,Hull,0,1,2.01,3.5,3.5,22,2,6,2,11,2,0,0,0
Charlton,Wrexham,0,1,3.1,3.3,2.25,12,8,1,2,4,2,0,0,0
Mansfield,AFC Wimbledon,2,2,1.96,3.2,3.75,14,16,6,4,7,6,1,1,1
Leyton Orient,Barnsley,1,3,2.4,3.5,2.57,17,10,4,5,5,1,1,1,0
Coventry,Stoke,2,1,1.51,4.2,5.75,20,3,8,1,7,1,1,1,2
Doncaster,Cardiff,0,4,3.2,3.8,1.96,15,14,1,4,3,9,1,0,0
Mallorca,Sociedad,0,1,3.0,3.3,2.4,6,12,1,2,3,7,0,0,0
Monaco,Angers,2,0,1.5,4.33,6.5,10,6,4,2,5,2,0,0,2
Le Havre,Paris SG,0,1,8.0,6.25,1.3,10,22,2,9,3,3,0,0,0
Exeter,Bolton,1,5,3.25,3.4,2.1,10,22,4,10,4,3,1,1,0
Northampton,Peterboro,1,1,2.7,3.4,2.32,11,10,6,4,5,2,0,1,1
Vallecano,Ath Bilbao,1,1,2.4,3.1,3.2,15,8,7,2,5,4,0,1,1
Heracles,PSV Eindhoven,1,3,8.0,6.5,1.29,15,24,3,15,3,5,1,1,0
Guimaraes,Alverca,1,1,1.71,3.6,4.75,15,11,6,5,0,11,0,1,1
